_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
665831eb3f4cde2f9ded6355,true,35.35,89.57,42.93,46.04,84;3;1;1,words,10,-1,0,28.51,3,0,false,false,norwegian_nynorsk_400k,none,normal,false,false,false,,1717055979000
665831c23f4cde2f9ded61da,true,50.29,95.12,61.69,38.41,97;0;0;2,words,10,-1,0,23.15,3,0,false,false,norwegian_bokmal_600k,none,normal,false,false,false,,1717055938000
665831933f4cde2f9ded6035,,94.13,100,94.13,74.81,46;0;0;0,words,10,-1,1,5.86,0,7.9,false,false,norwegian_bokmal,none,normal,false,false,false,,1717055891000
665831773f4cde2f9ded5f3e,,68.88,84.31,104.37,82.2,33;4;0;0,words,10,-1,0,5.75,0,0,false,false,french,none,normal,true,false,false,,1717055863000
665831703f4cde2f9ded5ef7,true,97.71,96.15,108.1,67.34,47;1;0;0,words,10,-1,0,5.77,0,0,false,false,french,none,normal,true,false,false,,1717055856000
665830d73f4cde2f9ded59be,,138.14,100,138.14,93.2,46;0;0;0,words,10,-1,0,4,1,0,false,false,english,none,normal,false,false,false,,1717055703000
665830d23f4cde2f9ded5993,,102.47,85.11,120.86,78.38,39;4;1;0,words,10,-1,0,4.57,0,0,false,false,english,none,normal,false,false,false,,1717055698000
665830a83f4cde2f9ded5816,,126.33,98.11,126.33,86.77,52;0;0;0,words,10,-1,0,4.94,0,0,false,false,english,none,normal,false,false,false,,1717055656000
66582ff93f4cde2f9ded5270,,129.51,98.04,129.51,85.14,50;0;0;0,words,10,-1,1,4.63,0,1.83,false,false,english,none,normal,false,false,false,,1717055481000
66582fee3f4cde2f9ded5213,,132.01,98.25,132.01,54.27,56;0;0;0,words,10,-1,0,5.09,0,0,false,false,english,none,normal,false,false,false,,1717055470000
66582fe73f4cde2f9ded51db,,158.49,100,158.49,93.31,47;0;0;0,words,10,-1,0,3.56,0,0,false,false,english,none,normal,false,false,false,,1717055463000
66582fe33f4cde2f9ded51b6,,115.53,92,131.29,93.91,44;3;0;0,words,10,-1,4,4.57,0,7.98,false,false,english,none,normal,false,false,false,,1717055459000
66582f903f4cde2f9ded4ee8,,125.97,96.49,125.97,62.67,55;0;0;0,words,10,-1,1,5.24,0,0.86,false,false,english,none,normal,false,false,false,,1717055376000
66582f873f4cde2f9ded4e97,,140.87,100,140.87,88.79,46;0;0;0,words,10,-1,0,3.92,0,0,false,false,english,none,normal,false,false,false,,1717055367000
66582f823f4cde2f9ded4e75,,90.47,82.35,133.05,85.28,34;5;1;2,words,10,-1,2,4.51,0,3.1,false,false,english,none,normal,false,false,false,,1717055362000
66582f763f4cde2f9ded4e14,,158.1,100,158.1,88.84,47;0;0;0,words,10,-1,0,3.57,0,0,false,false,english,none,normal,false,false,false,,1717055350000
66582f723f4cde2f9ded4de6,,142.17,100,142.17,90.12,56;0;0;0,words,10,-1,1,4.73,0,1.49,false,false,english,none,normal,false,false,false,,1717055346000
66582f693f4cde2f9ded4d93,,141.08,100,141.08,86.39,47;0;0;0,words,10,-1,2,4,1,2.13,false,false,english,none,normal,false,false,false,,1717055337000
66582f513f4cde2f9ded4ce3,true,99.7,100,99.7,82.67,55;0;0;0,words,10,-1,0,6.62,0,0,false,false,japanese_romaji,none,normal,false,false,false,,1717055313000
