"kjønn";"alder";"år";"Personer"
"Menn";47;2006;32431
"Menn";47;2007;32951
"Menn";47;2008;32973
"Menn";47;2009;33479
"Menn";47;2010;34141
"Menn";47;2011;34755
"Menn";47;2012;36743
"Menn";47;2013;37445
"Menn";47;2014;38149
"Menn";47;2015;38108
"Menn";47;2016;39153
"Menn";47;2017;39457
"Menn";47;2018;38644
"Menn";47;2019;38968
"Menn";47;2020;39253
"Menn";47;2021;38138
"Menn";47;2022;37744
"Menn";47;2023;36463
"Menn";47;2024;35992
"Menn";47;2025;35199
"Menn";48;1986;19793
"Menn";48;1987;20655
"Menn";48;1988;21260
"Menn";48;1989;21984
"Menn";48;1990;21115
"Menn";48;1991;24040
"Menn";48;1992;26171
"Menn";48;1993;29552
"Menn";48;1994;30458
"Menn";48;1995;34021
"Menn";48;1996;32536
"Menn";48;1997;31895
"Menn";48;1998;31012
"Menn";48;1999;30744
"Menn";48;2000;30120
"Menn";48;2001;31033
"Menn";48;2002;31107
"Menn";48;2003;31221
"Menn";48;2004;31835
"Menn";48;2005;32240
"Menn";48;2006;31919
"Menn";48;2007;32507
"Menn";48;2008;33147
"Menn";48;2009;33160
"Menn";48;2010;33547
"Menn";48;2011;34254
"Menn";48;2012;34942
"Menn";48;2013;36838
"Menn";48;2014;37478
"Menn";48;2015;38211
"Menn";48;2016;38066
"Menn";48;2017;39088
"Menn";48;2018;39373
"Menn";48;2019;38611
"Menn";48;2020;39033
"Menn";48;2021;39201
"Menn";48;2022;38060
"Menn";48;2023;37822
"Menn";48;2024;36600
"Menn";48;2025;36083
"Menn";49;1986;19197
"Menn";49;1987;19706
"Menn";49;1988;20564
"Menn";49;1989;21185
"Menn";49;1990;21842
"Menn";49;1991;20995
"Menn";49;1992;23921
"Menn";49;1993;26062
"Menn";49;1994;29475
"Menn";49;1995;30326
"Menn";49;1996;33885
"Menn";49;1997;32382
"Menn";49;1998;31792
"Menn";49;1999;30910
"Menn";49;2000;30669
"Menn";49;2001;30012
"Menn";49;2002;30907
"Menn";49;2003;31035
"Menn";49;2004;31137
"Menn";49;2005;31786
"Menn";49;2006;32188
"Menn";49;2007;31969
"Menn";49;2008;32644
"Menn";49;2009;33301
"Menn";49;2010;33173
"Menn";49;2011;33560
"Menn";49;2012;34381
"Menn";49;2013;35042
"Menn";49;2014;36856
"Menn";49;2015;37519
"Menn";49;2016;38166
"Menn";49;2017;37964
"Menn";49;2018;39008
"Menn";49;2019;39296
"Menn";49;2020;38611
"Menn";49;2021;38962
"Menn";49;2022;39198
"Menn";49;2023;38079
"Menn";49;2024;37914
"Menn";49;2025;36655
"Menn";50;1986;18199
"Menn";50;1987;19110
"Menn";50;1988;19595
"Menn";50;1989;20458
"Menn";50;1990;21042
"Menn";50;1991;21691
"Menn";50;1992;20882
"Menn";50;1993;23830
"Menn";50;1994;25990
"Menn";50;1995;29379
"Menn";50;1996;30195
"Menn";50;1997;33690
"Menn";50;1998;32248
"Menn";50;1999;31686
"Menn";50;2000;30823
"Menn";50;2001;30572
"Menn";50;2002;29882
"Menn";50;2003;30833
"Menn";50;2004;30946
"Menn";50;2005;31069
"Menn";50;2006;31728
"Menn";50;2007;32218
"Menn";50;2008;32126
"Menn";50;2009;32792
"Menn";50;2010;33367
"Menn";50;2011;33197
"Menn";50;2012;33664
"Menn";50;2013;34412
"Menn";50;2014;35006
"Menn";50;2015;36848
"Menn";50;2016;37461
"Menn";50;2017;38054
"Menn";50;2018;37867
"Menn";50;2019;38891
"Menn";50;2020;39317
"Menn";50;2021;38565
"Menn";50;2022;38955
"Menn";50;2023;39204
"Menn";50;2024;38137
"Menn";50;2025;37938
"Menn";51;1986;18616
"Menn";51;1987;18108
"Menn";51;1988;18977
"Menn";51;1989;19488
"Menn";51;1990;20322
"Menn";51;1991;20922
"Menn";51;1992;21592
"Menn";51;1993;20767
"Menn";51;1994;23724
"Menn";51;1995;25847
"Menn";51;1996;29226
"Menn";51;1997;30046
"Menn";51;1998;33570
"Menn";51;1999;32124
"Menn";51;2000;31547
"Menn";51;2001;30679
"Menn";51;2002;30446
"Menn";51;2003;29797
"Menn";51;2004;30697
"Menn";51;2005;30843
"Menn";51;2006;30995
"Menn";51;2007;31708
"Menn";51;2008;32346
"Menn";51;2009;32200
"Menn";51;2010;32806
"Menn";51;2011;33368
"Menn";51;2012;33284
"Menn";51;2013;33714
"Menn";51;2014;34377
"Menn";51;2015;34974
"Menn";51;2016;36758
"Menn";51;2017;37337
"Menn";51;2018;37916
"Menn";51;2019;37784
"Menn";51;2020;38884
"Menn";51;2021;39239
"Menn";51;2022;38536
"Menn";51;2023;38960
"Menn";51;2024;39280
"Menn";51;2025;38123
"Menn";52;1986;18704
"Menn";52;1987;18513
"Menn";52;1988;17999
"Menn";52;1989;18873
"Menn";52;1990;19356
"Menn";52;1991;20179
"Menn";52;1992;20791
"Menn";52;1993;21476
"Menn";52;1994;20701
"Menn";52;1995;23600
"Menn";52;1996;25712
"Menn";52;1997;29070
"Menn";52;1998;29924
"Menn";52;1999;33454
"Menn";52;2000;32008
"Menn";52;2001;31409
"Menn";52;2002;30543
"Menn";52;2003;30336
"Menn";52;2004;29666
"Menn";52;2005;30567
"Menn";52;2006;30764
"Menn";52;2007;30972
"Menn";52;2008;31741
"Menn";52;2009;32354
"Menn";52;2010;32136
"Menn";52;2011;32817
"Menn";52;2012;33431
"Menn";52;2013;33294
"Menn";52;2014;33663
"Menn";52;2015;34322
"Menn";52;2016;34894
"Menn";52;2017;36612
"Menn";52;2018;37233
"Menn";52;2019;37842
"Menn";52;2020;37722
"Menn";52;2021;38808
"Menn";52;2022;39148
"Menn";52;2023;38530
"Menn";52;2024;39009
"Menn";52;2025;39275
"Menn";53;1986;19723
"Menn";53;1987;18554
"Menn";53;1988;18366
"Menn";53;1989;17876
"Menn";53;1990;18736
"Menn";53;1991;19217
"Menn";53;1992;20025
"Menn";53;1993;20696
"Menn";53;1994;21396
"Menn";53;1995;20586
"Menn";53;1996;23445
"Menn";53;1997;25575
"Menn";53;1998;28938
"Menn";53;1999;29783
"Menn";53;2000;33310
"Menn";53;2001;31829
"Menn";53;2002;31217
"Menn";53;2003;30426
"Menn";53;2004;30176
"Menn";53;2005;29542
"Menn";53;2006;30467
"Menn";53;2007;30690
"Menn";53;2008;30968
"Menn";53;2009;31752
"Menn";53;2010;32325
"Menn";53;2011;32122
"Menn";53;2012;32859
"Menn";53;2013;33453
"Menn";53;2014;33231
"Menn";53;2015;33591
"Menn";53;2016;34225
"Menn";53;2017;34723
"Menn";53;2018;36477
"Menn";53;2019;37089
"Menn";53;2020;37814
"Menn";53;2021;37627
"Menn";53;2022;38737
"Menn";53;2023;39127
"Menn";53;2024;38525
"Menn";53;2025;38983
"Menn";54;1986;19635
"Menn";54;1987;19548
"Menn";54;1988;18415
"Menn";54;1989;18225
"Menn";54;1990;17695
"Menn";54;1991;18604
"Menn";54;1992;19075
"Menn";54;1993;19910
"Menn";54;1994;20571
"Menn";54;1995;21306
"Menn";54;1996;20484
"Menn";54;1997;23327
"Menn";54;1998;25404
"Menn";54;1999;28806
"Menn";54;2000;29678
"Menn";54;2001;33101
"Menn";54;2002;31635
"Menn";54;2003;31039
"Menn";54;2004;30259
"Menn";54;2005;30028
"Menn";54;2006;29416
"Menn";54;2007;30384
"Menn";54;2008;30668
"Menn";54;2009;30948
"Menn";54;2010;31645
"Menn";54;2011;32276
"Menn";54;2012;32122
"Menn";54;2013;32855
"Menn";54;2014;33349
"Menn";54;2015;33172
"Menn";54;2016;33461
"Menn";54;2017;34044
"Menn";54;2018;34590
"Menn";54;2019;36341
"Menn";54;2020;37040
"Menn";54;2021;37746
"Menn";54;2022;37545
"Menn";54;2023;38711
"Menn";54;2024;39108
"Menn";54;2025;38502
"Menn";55;1986;20365
"Menn";55;1987;19486
"Menn";55;1988;19383
"Menn";55;1989;18262
"Menn";55;1990;18045
"Menn";55;1991;17533
"Menn";55;1992;18483
"Menn";55;1993;18948
"Menn";55;1994;19810
"Menn";55;1995;20434
"Menn";55;1996;21163
"Menn";55;1997;20355
"Menn";55;1998;23204
"Menn";55;1999;25258
"Menn";55;2000;28634
"Menn";55;2001;29491
"Menn";55;2002;32884
"Menn";55;2003;31416
"Menn";55;2004;30870
"Menn";55;2005;30103
"Menn";55;2006;29878
"Menn";55;2007;29303
"Menn";55;2008;30349
"Menn";55;2009;30614
"Menn";55;2010;30846
"Menn";55;2011;31557
"Menn";55;2012;32257
"Menn";55;2013;32053
"Menn";55;2014;32703
"Menn";55;2015;33246
"Menn";55;2016;33039
"Menn";55;2017;33284
"Menn";55;2018;33903
"Menn";55;2019;34436
"Menn";55;2020;36245
"Menn";55;2021;36944
"Menn";55;2022;37600
"Menn";55;2023;37445
"Menn";55;2024;38661
"Menn";55;2025;39082
"Menn";56;1986;20042
"Menn";56;1987;20201
"Menn";56;1988;19272
"Menn";56;1989;19208
"Menn";56;1990;18073
"Menn";56;1991;17846
"Menn";56;1992;17396
"Menn";56;1993;18348
"Menn";56;1994;18823
"Menn";56;1995;19671
"Menn";56;1996;20295
"Menn";56;1997;21021
"Menn";56;1998;20225
"Menn";56;1999;23049
"Menn";56;2000;25116
"Menn";56;2001;28423
"Menn";56;2002;29297
"Menn";56;2003;32696
"Menn";56;2004;31234
"Menn";56;2005;30674
"Menn";56;2006;29937
"Menn";56;2007;29754
"Menn";56;2008;29227
"Menn";56;2009;30232
"Menn";56;2010;30455
"Menn";56;2011;30738
"Menn";56;2012;31501
"Menn";56;2013;32202
"Menn";56;2014;31891
"Menn";56;2015;32590
"Menn";56;2016;33054
"Menn";56;2017;32876
"Menn";56;2018;33147
"Menn";56;2019;33786
"Menn";56;2020;34357
"Menn";56;2021;36113
"Menn";56;2022;36781
"Menn";56;2023;37508
"Menn";56;2024;37430
"Menn";56;2025;38610
"Menn";57;1986;20248
"Menn";57;1987;19846
"Menn";57;1988;19984
"Menn";57;1989;19074
"Menn";57;1990;19008
"Menn";57;1991;17876
"Menn";57;1992;17645
"Menn";57;1993;17251
"Menn";57;1994;18214
"Menn";57;1995;18680
"Menn";57;1996;19493
"Menn";57;1997;20165
"Menn";57;1998;20867
"Menn";57;1999;20070
"Menn";57;2000;22928
"Menn";57;2001;24922
"Menn";57;2002;28224
"Menn";57;2003;29099
"Menn";57;2004;32445
"Menn";57;2005;31001
"Menn";57;2006;30512
"Menn";57;2007;29789
"Menn";57;2008;29619
"Menn";57;2009;29117
"Menn";57;2010;30132
"Menn";57;2011;30321
"Menn";57;2012;30633
"Menn";57;2013;31386
"Menn";57;2014;32035
"Menn";57;2015;31722
"Menn";57;2016;32433
"Menn";57;2017;32859
"Menn";57;2018;32701
"Menn";57;2019;32967
"Menn";57;2020;33631
"Menn";57;2021;34224
"Menn";57;2022;35949
"Menn";57;2023;36634
"Menn";57;2024;37427
"Menn";57;2025;37355
"Menn";58;1986;20153
"Menn";58;1987;19981
"Menn";58;1988;19618
"Menn";58;1989;19730
"Menn";58;1990;18867
"Menn";58;1991;18798
"Menn";58;1992;17674
"Menn";58;1993;17447
"Menn";58;1994;17101
"Menn";58;1995;18068
"Menn";58;1996;18500
"Menn";58;1997;19319
"Menn";58;1998;20015
"Menn";58;1999;20715
"Menn";58;2000;19931
"Menn";58;2001;22745
"Menn";58;2002;24748
"Menn";58;2003;28002
"Menn";58;2004;28880
"Menn";58;2005;32197
"Menn";58;2006;30780
"Menn";58;2007;30323
"Menn";58;2008;29652
"Menn";58;2009;29449
"Menn";58;2010;28957
"Menn";58;2011;30000
"Menn";58;2012;30211
"Menn";58;2013;30490
"Menn";58;2014;31164
"Menn";58;2015;31866
"Menn";58;2016;31554
"Menn";58;2017;32228
"Menn";58;2018;32648
"Menn";58;2019;32503
"Menn";58;2020;32836
"Menn";58;2021;33494
"Menn";58;2022;34054
"Menn";58;2023;35796
"Menn";58;2024;36549
"Menn";58;2025;37286
"Menn";59;1986;21139
"Menn";59;1987;19889
"Menn";59;1988;19707
"Menn";59;1989;19387
"Menn";59;1990;19473
"Menn";59;1991;18634
"Menn";59;1992;18604
"Menn";59;1993;17480
"Menn";59;1994;17258
"Menn";59;1995;16944
"Menn";59;1996;17880
"Menn";59;1997;18304
"Menn";59;1998;19142
"Menn";59;1999;19828
"Menn";59;2000;20569
"Menn";59;2001;19723
"Menn";59;2002;22526
"Menn";59;2003;24549
"Menn";59;2004;27763
"Menn";59;2005;28645
"Menn";59;2006;31948
"Menn";59;2007;30544
"Menn";59;2008;30158
"Menn";59;2009;29497
"Menn";59;2010;29275
"Menn";59;2011;28773
"Menn";59;2012;29823
"Menn";59;2013;30037
"Menn";59;2014;30291
"Menn";59;2015;31026
"Menn";59;2016;31667
"Menn";59;2017;31328
"Menn";59;2018;31997
"Menn";59;2019;32448
"Menn";59;2020;32363
"Menn";59;2021;32661
"Menn";59;2022;33336
"Menn";59;2023;33856
"Menn";59;2024;35670
"Menn";59;2025;36408
"Menn";60;1986;20950
"Menn";60;1987;20823
"Menn";60;1988;19604
"Menn";60;1989;19422
"Menn";60;1990;19108
"Menn";60;1991;19236
"Menn";60;1992;18396
"Menn";60;1993;18374
"Menn";60;1994;17297
"Menn";60;1995;17039
"Menn";60;1996;16750
"Menn";60;1997;17682
"Menn";60;1998;18131
"Menn";60;1999;18921
"Menn";60;2000;19668
"Menn";60;2001;20389
"Menn";60;2002;19528
"Menn";60;2003;22311
"Menn";60;2004;24330
"Menn";60;2005;27502
"Menn";60;2006;28395
"Menn";60;2007;31705
"Menn";60;2008;30305
"Menn";60;2009;29922
"Menn";60;2010;29310
"Menn";60;2011;29111
"Menn";60;2012;28603
"Menn";60;2013;29623
"Menn";60;2014;29791
"Menn";60;2015;30102
"Menn";60;2016;30803
"Menn";60;2017;31440
"Menn";60;2018;31081
"Menn";60;2019;31775
"Menn";60;2020;32248
"Menn";60;2021;32189
"Menn";60;2022;32512
"Menn";60;2023;33238
"Menn";60;2024;33800
"Menn";60;2025;35569
"Menn";61;1986;21795
"Menn";61;1987;20611
"Menn";61;1988;20516
"Menn";61;1989;19283
"Menn";61;1990;19129
"Menn";61;1991;18848
"Menn";61;1992;18976
"Menn";61;1993;18157
"Menn";61;1994;18130
"Menn";61;1995;17091
"Menn";61;1996;16844
"Menn";61;1997;16541
"Menn";61;1998;17464
"Menn";61;1999;17964
"Menn";61;2000;18724
"Menn";61;2001;19451
"Menn";61;2002;20182
"Menn";61;2003;19272
"Menn";61;2004;22104
"Menn";61;2005;24099
"Menn";61;2006;27265
"Menn";61;2007;28121
"Menn";61;2008;31462
"Menn";61;2009;30067
"Menn";61;2010;29688
"Menn";61;2011;29110
"Menn";61;2012;28898
"Menn";61;2013;28378
"Menn";61;2014;29377
"Menn";61;2015;29578
"Menn";61;2016;29880
"Menn";61;2017;30533
"Menn";61;2018;31194
"Menn";61;2019;30837
"Menn";61;2020;31570
"Menn";61;2021;32060
"Menn";61;2022;31989
"Menn";61;2023;32420
"Menn";61;2024;33172
"Menn";61;2025;33671
"Menn";62;1986;22229
"Menn";62;1987;21400
"Menn";62;1988;20216
"Menn";62;1989;20148
"Menn";62;1990;18958
"Menn";62;1991;18820
"Menn";62;1992;18550
"Menn";62;1993;18685
"Menn";62;1994;17876
"Menn";62;1995;17903
"Menn";62;1996;16863
"Menn";62;1997;16592
"Menn";62;1998;16324
"Menn";62;1999;17223
"Menn";62;2000;17770
"Menn";62;2001;18491
"Menn";62;2002;19216
"Menn";62;2003;19944
"Menn";62;2004;19010
"Menn";62;2005;21860
"Menn";62;2006;23806
"Menn";62;2007;26961
"Menn";62;2008;27854
"Menn";62;2009;31161
"Menn";62;2010;29821
"Menn";62;2011;29427
"Menn";62;2012;28844
"Menn";62;2013;28610
"Menn";62;2014;28129
"Menn";62;2015;29137
"Menn";62;2016;29292
"Menn";62;2017;29575
"Menn";62;2018;30279
"Menn";62;2019;30966
"Menn";62;2020;30629
"Menn";62;2021;31358
"Menn";62;2022;31815
"Menn";62;2023;31875
"Menn";62;2024;32312
"Menn";62;2025;33008
"Menn";63;1986;21822
"Menn";63;1987;21826
"Menn";63;1988;21004
"Menn";63;1989;19849
"Menn";63;1990;19792
"Menn";63;1991;18608
"Menn";63;1992;18515
"Menn";63;1993;18254
"Menn";63;1994;18403
"Menn";63;1995;17631
"Menn";63;1996;17659
"Menn";63;1997;16642
"Menn";63;1998;16385
"Menn";63;1999;16073
"Menn";63;2000;16983
"Menn";63;2001;17507
"Menn";63;2002;18226
"Menn";63;2003;18925
"Menn";63;2004;19684
"Menn";63;2005;18782
"Menn";63;2006;21631
"Menn";63;2007;23531
"Menn";63;2008;26669
"Menn";63;2009;27500
"Menn";63;2010;30842
"Menn";63;2011;29484
"Menn";63;2012;29129
"Menn";63;2013;28569
"Menn";63;2014;28323
"Menn";63;2015;27860
"Menn";63;2016;28851
"Menn";63;2017;28997
"Menn";63;2018;29328
"Menn";63;2019;29972
"Menn";63;2020;30668
"Menn";63;2021;30383
"Menn";63;2022;31083
"Menn";63;2023;31627
"Menn";63;2024;31731
"Menn";63;2025;32162
"Menn";64;1986;21580
"Menn";64;1987;21363
"Menn";64;1988;21361
"Menn";64;1989;20558
"Menn";64;1990;19443
"Menn";64;1991;19426
"Menn";64;1992;18281
"Menn";64;1993;18153
"Menn";64;1994;17943
"Menn";64;1995;18086
"Menn";64;1996;17345
"Menn";64;1997;17400
"Menn";64;1998;16356
"Menn";64;1999;16090
"Menn";64;2000;15830
"Menn";64;2001;16723
"Menn";64;2002;17220
"Menn";64;2003;17973
"Menn";64;2004;18656
"Menn";64;2005;19447
"Menn";64;2006;18554
"Menn";64;2007;21385
"Menn";64;2008;23256
"Menn";64;2009;26361
"Menn";64;2010;27175
"Menn";64;2011;30510
"Menn";64;2012;29211
"Menn";64;2013;28832
"Menn";64;2014;28277
"Menn";64;2015;28053
"Menn";64;2016;27592
"Menn";64;2017;28569
"Menn";64;2018;28682
"Menn";64;2019;29040
"Menn";64;2020;29701
"Menn";64;2021;30406
"Menn";64;2022;30090
"Menn";64;2023;30857
"Menn";64;2024;31439
"Menn";64;2025;31494
"Menn";65;1986;22963
"Menn";65;1987;21084
"Menn";65;1988;20855
"Menn";65;1989;20876
"Menn";65;1990;20079
"Menn";65;1991;19019
"Menn";65;1992;19000
"Menn";65;1993;17931
"Menn";65;1994;17775
"Menn";65;1995;17585
"Menn";65;1996;17757
"Menn";65;1997;17054
"Menn";65;1998;17140
"Menn";65;1999;16084
"Menn";65;2000;15804
"Menn";65;2001;15565
"Menn";65;2002;16443
"Menn";65;2003;16962
"Menn";65;2004;17712
"Menn";65;2005;18399
"Menn";65;2006;19163
"Menn";65;2007;18301
"Menn";65;2008;21057
"Menn";65;2009;22963
"Menn";65;2010;26049
"Menn";65;2011;26846
"Menn";65;2012;30120
"Menn";65;2013;28886
"Menn";65;2014;28527
"Menn";65;2015;27967
"Menn";65;2016;27764
"Menn";65;2017;27266
"Menn";65;2018;28261
"Menn";65;2019;28378
"Menn";65;2020;28740
"Menn";65;2021;29417
"Menn";65;2022;30082
"Menn";65;2023;29861
"Menn";65;2024;30606
"Menn";65;2025;31187
"Menn";66;1986;18994
"Menn";66;1987;22421
"Menn";66;1988;20571
"Menn";66;1989;20366
"Menn";66;1990;20422
"Menn";66;1991;19613
"Menn";66;1992;18623
"Menn";66;1993;18605
"Menn";66;1994;17535
"Menn";66;1995;17399
"Menn";66;1996;17218
"Menn";66;1997;17402
"Menn";66;1998;16738
"Menn";66;1999;16833
"Menn";66;2000;15783
"Menn";66;2001;15504
"Menn";66;2002;15308
"Menn";66;2003;16142
"Menn";66;2004;16649
"Menn";66;2005;17394
"Menn";66;2006;18147
"Menn";66;2007;18895
"Menn";66;2008;18046
"Menn";66;2009;20748
"Menn";66;2010;22641
"Menn";66;2011;25658
"Menn";66;2012;26501
"Menn";66;2013;29757
"Menn";66;2014;28518
"Menn";66;2015;28185
"Menn";66;2016;27644
"Menn";66;2017;27428
"Menn";66;2018;26945
"Menn";66;2019;27952
"Menn";66;2020;28104
"Menn";66;2021;28419
"Menn";66;2022;29069
"Menn";66;2023;29798
"Menn";66;2024;29615
"Menn";66;2025;30311
"Menn";67;1986;19187
"Menn";67;1987;18459
"Menn";67;1988;21810
"Menn";67;1989;20029
"Menn";67;1990;19796
"Menn";67;1991;19911
"Menn";67;1992;19123
"Menn";67;1993;18178
"Menn";67;1994;18199
"Menn";67;1995;17096
"Menn";67;1996;16978
"Menn";67;1997;16857
"Menn";67;1998;17065
"Menn";67;1999;16399
"Menn";67;2000;16481
"Menn";67;2001;15493
"Menn";67;2002;15202
"Menn";67;2003;15001
"Menn";67;2004;15793
"Menn";67;2005;16359
"Menn";67;2006;17134
"Menn";67;2007;17850
"Menn";67;2008;18571
"Menn";67;2009;17756
"Menn";67;2010;20429
"Menn";67;2011;22305
"Menn";67;2012;25242
"Menn";67;2013;26071
"Menn";67;2014;29315
"Menn";67;2015;28153
"Menn";67;2016;27814
"Menn";67;2017;27253
"Menn";67;2018;27029
"Menn";67;2019;26627
"Menn";67;2020;27604
"Menn";67;2021;27731
"Menn";67;2022;28049
"Menn";67;2023;28764
"Menn";67;2024;29427
"Menn";67;2025;29297
"Menn";68;1986;18931
"Menn";68;1987;18607
"Menn";68;1988;17886
"Menn";68;1989;21177
"Menn";68;1990;19424
"Menn";68;1991;19200
"Menn";68;1992;19362
"Menn";68;1993;18660
"Menn";68;1994;17718
"Menn";68;1995;17753
"Menn";68;1996;16667
"Menn";68;1997;16570
"Menn";68;1998;16463
"Menn";68;1999;16694
"Menn";68;2000;16022
"Menn";68;2001;16081
"Menn";68;2002;15145
"Menn";68;2003;14835
"Menn";68;2004;14673
"Menn";68;2005;15499
"Menn";68;2006;16042
"Menn";68;2007;16822
"Menn";68;2008;17517
"Menn";68;2009;18220
"Menn";68;2010;17434
"Menn";68;2011;20083
"Menn";68;2012;21968
"Menn";68;2013;24842
"Menn";68;2014;25647
"Menn";68;2015;28875
"Menn";68;2016;27746
"Menn";68;2017;27401
"Menn";68;2018;26868
"Menn";68;2019;26679
"Menn";68;2020;26278
"Menn";68;2021;27248
"Menn";68;2022;27353
"Menn";68;2023;27721
"Menn";68;2024;28422
"Menn";68;2025;29044
"Menn";69;1986;17335
"Menn";69;1987;18293
"Menn";69;1988;17985
"Menn";69;1989;17349
"Menn";69;1990;20509
"Menn";69;1991;18826
"Menn";69;1992;18596
"Menn";69;1993;18799
"Menn";69;1994;18086
"Menn";69;1995;17211
"Menn";69;1996;17247
"Menn";69;1997;16247
"Menn";69;1998;16123
"Menn";69;1999;16012
"Menn";69;2000;16275
"Menn";69;2001;15634
"Menn";69;2002;15695
"Menn";69;2003;14765
"Menn";69;2004;14488
"Menn";69;2005;14339
"Menn";69;2006;15177
"Menn";69;2007;15702
"Menn";69;2008;16499
"Menn";69;2009;17209
"Menn";69;2010;17914
"Menn";69;2011;17104
"Menn";69;2012;19737
"Menn";69;2013;21617
"Menn";69;2014;24412
"Menn";69;2015;25239
"Menn";69;2016;28402
"Menn";69;2017;27357
"Menn";69;2018;26998
"Menn";69;2019;26489
"Menn";69;2020;26318
"Menn";69;2021;25899
"Menn";69;2022;26876
"Menn";69;2023;26980
"Menn";69;2024;27340
"Menn";69;2025;28052
"Menn";70;1986;16640
"Menn";70;1987;16707
"Menn";70;1988;17594
"Menn";70;1989;17341
"Menn";70;1990;16759
"Menn";70;1991;19786
"Menn";70;1992;18196
"Menn";70;1993;18000
"Menn";70;1994;18188
"Menn";70;1995;17525
"Menn";70;1996;16681
"Menn";70;1997;16751
"Menn";70;1998;15788
"Menn";70;1999;15660
"Menn";70;2000;15613
"Menn";70;2001;15830
"Menn";70;2002;15188
"Menn";70;2003;15296
"Menn";70;2004;14404
"Menn";70;2005;14161
"Menn";70;2006;14004
"Menn";70;2007;14878
"Menn";70;2008;15374
"Menn";70;2009;16191
"Menn";70;2010;16880
"Menn";70;2011;17588
"Menn";70;2012;16783
"Menn";70;2013;19383
"Menn";70;2014;21223
"Menn";70;2015;23967
"Menn";70;2016;24794
"Menn";70;2017;27934
"Menn";70;2018;26932
"Menn";70;2019;26585
"Menn";70;2020;26058
"Menn";70;2021;25955
"Menn";70;2022;25540
"Menn";70;2023;26474
"Menn";70;2024;26615
"Menn";70;2025;26916
"Menn";71;1986;16237
"Menn";71;1987;16013
"Menn";71;1988;16050
"Menn";71;1989;16922
"Menn";71;1990;16672
"Menn";71;1991;16135
"Menn";71;1992;19036
"Menn";71;1993;17555
"Menn";71;1994;17328
"Menn";71;1995;17552
"Menn";71;1996;16906
"Menn";71;1997;16115
"Menn";71;1998;16189
"Menn";71;1999;15291
"Menn";71;2000;15175
"Menn";71;2001;15170
"Menn";71;2002;15375
"Menn";71;2003;14757
"Menn";71;2004;14890
"Menn";71;2005;14010
"Menn";71;2006;13815
"Menn";71;2007;13714
"Menn";71;2008;14550
"Menn";71;2009;15028
"Menn";71;2010;15856
"Menn";71;2011;16507
"Menn";71;2012;17217
"Menn";71;2013;16450
"Menn";71;2014;19046
"Menn";71;2015;20833
"Menn";71;2016;23535
"Menn";71;2017;24341
"Menn";71;2018;27460
"Menn";71;2019;26482
"Menn";71;2020;26143
"Menn";71;2021;25617
"Menn";71;2022;25519
"Menn";71;2023;25160
"Menn";71;2024;26081
"Menn";71;2025;26160
"Menn";72;1986;15508
"Menn";72;1987;15522
"Menn";72;1988;15262
"Menn";72;1989;15351
"Menn";72;1990;16222
"Menn";72;1991;15938
"Menn";72;1992;15467
"Menn";72;1993;18273
"Menn";72;1994;16828
"Menn";72;1995;16687
"Menn";72;1996;16913
"Menn";72;1997;16305
"Menn";72;1998;15540
"Menn";72;1999;15590
"Menn";72;2000;14743
"Menn";72;2001;14682
"Menn";72;2002;14664
"Menn";72;2003;14896
"Menn";72;2004;14321
"Menn";72;2005;14461
"Menn";72;2006;13674
"Menn";72;2007;13444
"Menn";72;2008;13346
"Menn";72;2009;14193
"Menn";72;2010;14678
"Menn";72;2011;15498
"Menn";72;2012;16138
"Menn";72;2013;16807
"Menn";72;2014;16096
"Menn";72;2015;18642
"Menn";72;2016;20399
"Menn";72;2017;23029
"Menn";72;2018;23858
"Menn";72;2019;26920
"Menn";72;2020;25994
"Menn";72;2021;25695
"Menn";72;2022;25158
"Menn";72;2023;25075
"Menn";72;2024;24730
"Menn";72;2025;25630
"Menn";73;1986;14871
"Menn";73;1987;14753
"Menn";73;1988;14758
"Menn";73;1989;14541
"Menn";73;1990;14600
"Menn";73;1991;15485
"Menn";73;1992;15274
"Menn";73;1993;14795
"Menn";73;1994;17406
"Menn";73;1995;16115
"Menn";73;1996;15976
"Menn";73;1997;16194
"Menn";73;1998;15660
"Menn";73;1999;14955
"Menn";73;2000;14986
"Menn";73;2001;14193
"Menn";73;2002;14197
"Menn";73;2003;14164
"Menn";73;2004;14426
"Menn";73;2005;13912
"Menn";73;2006;14011
"Menn";73;2007;13242
"Menn";73;2008;13085
"Menn";73;2009;12975
"Menn";73;2010;13833
"Menn";73;2011;14289
"Menn";73;2012;15120
"Menn";73;2013;15730
"Menn";73;2014;16410
"Menn";73;2015;15717
"Menn";73;2016;18231
"Menn";73;2017;19952
"Menn";73;2018;22547
"Menn";73;2019;23382
"Menn";73;2020;26396
"Menn";73;2021;25492
"Menn";73;2022;25166
"Menn";73;2023;24671
"Menn";73;2024;24603
"Menn";73;2025;24282
"Menn";74;1986;13807
"Menn";74;1987;14065
"Menn";74;1988;13997
"Menn";74;1989;13974
"Menn";74;1990;13796
"Menn";74;1991;13834
"Menn";74;1992;14735
"Menn";74;1993;14522
"Menn";74;1994;14039
"Menn";74;1995;16642
"Menn";74;1996;15409
"Menn";74;1997;15255
"Menn";74;1998;15478
"Menn";74;1999;15016
"Menn";74;2000;14333
