"kjønn";"alder";"år";"Personer"
"Kvinner";47;1989;20632
"Kvinner";47;1990;23273
"Kvinner";47;1991;25101
"Kvinner";47;1992;27915
"Kvinner";47;1993;29194
"Kvinner";47;1994;32447
"Kvinner";47;1995;31139
"Kvinner";47;1996;30004
"Kvinner";47;1997;29455
"Kvinner";47;1998;29283
"Kvinner";47;1999;28466
"Kvinner";47;2000;29790
"Kvinner";47;2001;30428
"Kvinner";47;2002;30435
"Kvinner";47;2003;30885
"Kvinner";47;2004;31612
"Kvinner";47;2005;31123
"Kvinner";47;2006;31433
"Kvinner";47;2007;31451
"Kvinner";47;2008;31388
"Kvinner";47;2009;31761
"Kvinner";47;2010;32169
"Kvinner";47;2011;33268
"Kvinner";47;2012;34317
"Kvinner";47;2013;34941
"Kvinner";47;2014;35440
"Kvinner";47;2015;35996
"Kvinner";47;2016;36984
"Kvinner";47;2017;37423
"Kvinner";47;2018;36730
"Kvinner";47;2019;37258
"Kvinner";47;2020;37168
"Kvinner";47;2021;35922
"Kvinner";47;2022;36272
"Kvinner";47;2023;35177
"Kvinner";47;2024;34296
"Kvinner";47;2025;33960
"Kvinner";48;1986;19544
"Kvinner";48;1987;20363
"Kvinner";48;1988;20973
"Kvinner";48;1989;21246
"Kvinner";48;1990;20571
"Kvinner";48;1991;23206
"Kvinner";48;1992;25056
"Kvinner";48;1993;27886
"Kvinner";48;1994;29195
"Kvinner";48;1995;32378
"Kvinner";48;1996;31100
"Kvinner";48;1997;29967
"Kvinner";48;1998;29409
"Kvinner";48;1999;29245
"Kvinner";48;2000;28453
"Kvinner";48;2001;29742
"Kvinner";48;2002;30368
"Kvinner";48;2003;30413
"Kvinner";48;2004;30866
"Kvinner";48;2005;31590
"Kvinner";48;2006;31094
"Kvinner";48;2007;31452
"Kvinner";48;2008;31491
"Kvinner";48;2009;31438
"Kvinner";48;2010;31831
"Kvinner";48;2011;32233
"Kvinner";48;2012;33320
"Kvinner";48;2013;34394
"Kvinner";48;2014;35012
"Kvinner";48;2015;35496
"Kvinner";48;2016;36061
"Kvinner";48;2017;37040
"Kvinner";48;2018;37469
"Kvinner";48;2019;36742
"Kvinner";48;2020;37322
"Kvinner";48;2021;37159
"Kvinner";48;2022;35950
"Kvinner";48;2023;36600
"Kvinner";48;2024;35472
"Kvinner";48;2025;34471
"Kvinner";49;1986;18808
"Kvinner";49;1987;19496
"Kvinner";49;1988;20281
"Kvinner";49;1989;20940
"Kvinner";49;1990;21179
"Kvinner";49;1991;20516
"Kvinner";49;1992;23168
"Kvinner";49;1993;25046
"Kvinner";49;1994;27873
"Kvinner";49;1995;29121
"Kvinner";49;1996;32315
"Kvinner";49;1997;31018
"Kvinner";49;1998;29920
"Kvinner";49;1999;29362
"Kvinner";49;2000;29202
"Kvinner";49;2001;28383
"Kvinner";49;2002;29709
"Kvinner";49;2003;30336
"Kvinner";49;2004;30383
"Kvinner";49;2005;30822
"Kvinner";49;2006;31541
"Kvinner";49;2007;31045
"Kvinner";49;2008;31449
"Kvinner";49;2009;31553
"Kvinner";49;2010;31490
"Kvinner";49;2011;31849
"Kvinner";49;2012;32322
"Kvinner";49;2013;33378
"Kvinner";49;2014;34451
"Kvinner";49;2015;35029
"Kvinner";49;2016;35508
"Kvinner";49;2017;36094
"Kvinner";49;2018;37052
"Kvinner";49;2019;37471
"Kvinner";49;2020;36790
"Kvinner";49;2021;37308
"Kvinner";49;2022;37172
"Kvinner";49;2023;36215
"Kvinner";49;2024;36905
"Kvinner";49;2025;35567
"Kvinner";50;1986;18429
"Kvinner";50;1987;18756
"Kvinner";50;1988;19457
"Kvinner";50;1989;20237
"Kvinner";50;1990;20861
"Kvinner";50;1991;21134
"Kvinner";50;1992;20471
"Kvinner";50;1993;23141
"Kvinner";50;1994;25025
"Kvinner";50;1995;27808
"Kvinner";50;1996;29041
"Kvinner";50;1997;32231
"Kvinner";50;1998;30952
"Kvinner";50;1999;29861
"Kvinner";50;2000;29347
"Kvinner";50;2001;29145
"Kvinner";50;2002;28312
"Kvinner";50;2003;29681
"Kvinner";50;2004;30279
"Kvinner";50;2005;30338
"Kvinner";50;2006;30793
"Kvinner";50;2007;31530
"Kvinner";50;2008;31046
"Kvinner";50;2009;31488
"Kvinner";50;2010;31586
"Kvinner";50;2011;31546
"Kvinner";50;2012;31915
"Kvinner";50;2013;32353
"Kvinner";50;2014;33391
"Kvinner";50;2015;34482
"Kvinner";50;2016;35053
"Kvinner";50;2017;35559
"Kvinner";50;2018;36126
"Kvinner";50;2019;37063
"Kvinner";50;2020;37524
"Kvinner";50;2021;36795
"Kvinner";50;2022;37355
"Kvinner";50;2023;37446
"Kvinner";50;2024;36422
"Kvinner";50;2025;36960
"Kvinner";51;1986;18366
"Kvinner";51;1987;18373
"Kvinner";51;1988;18694
"Kvinner";51;1989;19411
"Kvinner";51;1990;20184
"Kvinner";51;1991;20809
"Kvinner";51;1992;21072
"Kvinner";51;1993;20424
"Kvinner";51;1994;23091
"Kvinner";51;1995;24965
"Kvinner";51;1996;27730
"Kvinner";51;1997;28969
"Kvinner";51;1998;32144
"Kvinner";51;1999;30859
"Kvinner";51;2000;29813
"Kvinner";51;2001;29306
"Kvinner";51;2002;29075
"Kvinner";51;2003;28257
"Kvinner";51;2004;29642
"Kvinner";51;2005;30225
"Kvinner";51;2006;30274
"Kvinner";51;2007;30762
"Kvinner";51;2008;31512
"Kvinner";51;2009;31050
"Kvinner";51;2010;31510
"Kvinner";51;2011;31586
"Kvinner";51;2012;31559
"Kvinner";51;2013;31953
"Kvinner";51;2014;32348
"Kvinner";51;2015;33409
"Kvinner";51;2016;34456
"Kvinner";51;2017;35056
"Kvinner";51;2018;35533
"Kvinner";51;2019;36134
"Kvinner";51;2020;37067
"Kvinner";51;2021;37514
"Kvinner";51;2022;36806
"Kvinner";51;2023;37536
"Kvinner";51;2024;37653
"Kvinner";51;2025;36509
"Kvinner";52;1986;18253
"Kvinner";52;1987;18304
"Kvinner";52;1988;18313
"Kvinner";52;1989;18641
"Kvinner";52;1990;19336
"Kvinner";52;1991;20121
"Kvinner";52;1992;20745
"Kvinner";52;1993;21061
"Kvinner";52;1994;20390
"Kvinner";52;1995;23046
"Kvinner";52;1996;24885
"Kvinner";52;1997;27669
"Kvinner";52;1998;28876
"Kvinner";52;1999;32059
"Kvinner";52;2000;30829
"Kvinner";52;2001;29722
"Kvinner";52;2002;29233
"Kvinner";52;2003;28994
"Kvinner";52;2004;28185
"Kvinner";52;2005;29572
"Kvinner";52;2006;30158
"Kvinner";52;2007;30214
"Kvinner";52;2008;30746
"Kvinner";52;2009;31500
"Kvinner";52;2010;31046
"Kvinner";52;2011;31503
"Kvinner";52;2012;31600
"Kvinner";52;2013;31587
"Kvinner";52;2014;31923
"Kvinner";52;2015;32360
"Kvinner";52;2016;33425
"Kvinner";52;2017;34450
"Kvinner";52;2018;35042
"Kvinner";52;2019;35504
"Kvinner";52;2020;36116
"Kvinner";52;2021;37039
"Kvinner";52;2022;37513
"Kvinner";52;2023;37024
"Kvinner";52;2024;37722
"Kvinner";52;2025;37711
"Kvinner";53;1986;19797
"Kvinner";53;1987;18215
"Kvinner";53;1988;18235
"Kvinner";53;1989;18258
"Kvinner";53;1990;18594
"Kvinner";53;1991;19282
"Kvinner";53;1992;20070
"Kvinner";53;1993;20679
"Kvinner";53;1994;21029
"Kvinner";53;1995;20363
"Kvinner";53;1996;22996
"Kvinner";53;1997;24799
"Kvinner";53;1998;27602
"Kvinner";53;1999;28770
"Kvinner";53;2000;31977
"Kvinner";53;2001;30744
"Kvinner";53;2002;29632
"Kvinner";53;2003;29161
"Kvinner";53;2004;28925
"Kvinner";53;2005;28124
"Kvinner";53;2006;29512
"Kvinner";53;2007;30104
"Kvinner";53;2008;30186
"Kvinner";53;2009;30734
"Kvinner";53;2010;31485
"Kvinner";53;2011;31010
"Kvinner";53;2012;31494
"Kvinner";53;2013;31592
"Kvinner";53;2014;31582
"Kvinner";53;2015;31913
"Kvinner";53;2016;32333
"Kvinner";53;2017;33399
"Kvinner";53;2018;34420
"Kvinner";53;2019;35004
"Kvinner";53;2020;35489
"Kvinner";53;2021;36091
"Kvinner";53;2022;37071
"Kvinner";53;2023;37660
"Kvinner";53;2024;37133
"Kvinner";53;2025;37728
"Kvinner";54;1986;20016
"Kvinner";54;1987;19703
"Kvinner";54;1988;18176
"Kvinner";54;1989;18167
"Kvinner";54;1990;18201
"Kvinner";54;1991;18521
"Kvinner";54;1992;19226
"Kvinner";54;1993;20012
"Kvinner";54;1994;20638
"Kvinner";54;1995;20972
"Kvinner";54;1996;20329
"Kvinner";54;1997;22931
"Kvinner";54;1998;24714
"Kvinner";54;1999;27499
"Kvinner";54;2000;28694
"Kvinner";54;2001;31857
"Kvinner";54;2002;30642
"Kvinner";54;2003;29544
"Kvinner";54;2004;29077
"Kvinner";54;2005;28842
"Kvinner";54;2006;28038
"Kvinner";54;2007;29447
"Kvinner";54;2008;30053
"Kvinner";54;2009;30141
"Kvinner";54;2010;30693
"Kvinner";54;2011;31440
"Kvinner";54;2012;30985
"Kvinner";54;2013;31466
"Kvinner";54;2014;31585
"Kvinner";54;2015;31543
"Kvinner";54;2016;31877
"Kvinner";54;2017;32288
"Kvinner";54;2018;33339
"Kvinner";54;2019;34392
"Kvinner";54;2020;34958
"Kvinner";54;2021;35413
"Kvinner";54;2022;36068
"Kvinner";54;2023;37209
"Kvinner";54;2024;37776
"Kvinner";54;2025;37183
"Kvinner";55;1986;20431
"Kvinner";55;1987;19942
"Kvinner";55;1988;19595
"Kvinner";55;1989;18107
"Kvinner";55;1990;18085
"Kvinner";55;1991;18121
"Kvinner";55;1992;18475
"Kvinner";55;1993;19157
"Kvinner";55;1994;19955
"Kvinner";55;1995;20601
"Kvinner";55;1996;20879
"Kvinner";55;1997;20227
"Kvinner";55;1998;22854
"Kvinner";55;1999;24625
"Kvinner";55;2000;27423
"Kvinner";55;2001;28576
"Kvinner";55;2002;31739
"Kvinner";55;2003;30517
"Kvinner";55;2004;29443
"Kvinner";55;2005;28980
"Kvinner";55;2006;28765
"Kvinner";55;2007;27984
"Kvinner";55;2008;29375
"Kvinner";55;2009;30002
"Kvinner";55;2010;30137
"Kvinner";55;2011;30647
"Kvinner";55;2012;31390
"Kvinner";55;2013;30955
"Kvinner";55;2014;31448
"Kvinner";55;2015;31522
"Kvinner";55;2016;31492
"Kvinner";55;2017;31849
"Kvinner";55;2018;32227
"Kvinner";55;2019;33287
"Kvinner";55;2020;34348
"Kvinner";55;2021;34911
"Kvinner";55;2022;35352
"Kvinner";55;2023;36217
"Kvinner";55;2024;37317
"Kvinner";55;2025;37763
"Kvinner";56;1986;20168
"Kvinner";56;1987;20337
"Kvinner";56;1988;19862
"Kvinner";56;1989;19514
"Kvinner";56;1990;18028
"Kvinner";56;1991;17996
"Kvinner";56;1992;18056
"Kvinner";56;1993;18411
"Kvinner";56;1994;19092
"Kvinner";56;1995;19891
"Kvinner";56;1996;20543
"Kvinner";56;1997;20810
"Kvinner";56;1998;20145
"Kvinner";56;1999;22758
"Kvinner";56;2000;24543
"Kvinner";56;2001;27297
"Kvinner";56;2002;28453
"Kvinner";56;2003;31597
"Kvinner";56;2004;30366
"Kvinner";56;2005;29357
"Kvinner";56;2006;28881
"Kvinner";56;2007;28664
"Kvinner";56;2008;27901
"Kvinner";56;2009;29346
"Kvinner";56;2010;29956
"Kvinner";56;2011;30081
"Kvinner";56;2012;30591
"Kvinner";56;2013;31347
"Kvinner";56;2014;30878
"Kvinner";56;2015;31392
"Kvinner";56;2016;31425
"Kvinner";56;2017;31427
"Kvinner";56;2018;31791
"Kvinner";56;2019;32172
"Kvinner";56;2020;33208
"Kvinner";56;2021;34269
"Kvinner";56;2022;34842
"Kvinner";56;2023;35480
"Kvinner";56;2024;36294
"Kvinner";56;2025;37286
"Kvinner";57;1986;20831
"Kvinner";57;1987;20070
"Kvinner";57;1988;20236
"Kvinner";57;1989;19773
"Kvinner";57;1990;19406
"Kvinner";57;1991;17953
"Kvinner";57;1992;17918
"Kvinner";57;1993;17978
"Kvinner";57;1994;18350
"Kvinner";57;1995;19024
"Kvinner";57;1996;19810
"Kvinner";57;1997;20458
"Kvinner";57;1998;20741
"Kvinner";57;1999;20061
"Kvinner";57;2000;22700
"Kvinner";57;2001;24415
"Kvinner";57;2002;27183
"Kvinner";57;2003;28325
"Kvinner";57;2004;31448
"Kvinner";57;2005;30242
"Kvinner";57;2006;29226
"Kvinner";57;2007;28761
"Kvinner";57;2008;28592
"Kvinner";57;2009;27831
"Kvinner";57;2010;29292
"Kvinner";57;2011;29873
"Kvinner";57;2012;29982
"Kvinner";57;2013;30530
"Kvinner";57;2014;31256
"Kvinner";57;2015;30800
"Kvinner";57;2016;31332
"Kvinner";57;2017;31350
"Kvinner";57;2018;31356
"Kvinner";57;2019;31709
"Kvinner";57;2020;32098
"Kvinner";57;2021;33146
"Kvinner";57;2022;34201
"Kvinner";57;2023;34879
"Kvinner";57;2024;35548
"Kvinner";57;2025;36256
"Kvinner";58;1986;20725
"Kvinner";58;1987;20686
"Kvinner";58;1988;19972
"Kvinner";58;1989;20124
"Kvinner";58;1990;19642
"Kvinner";58;1991;19316
"Kvinner";58;1992;17853
"Kvinner";58;1993;17818
"Kvinner";58;1994;17908
"Kvinner";58;1995;18257
"Kvinner";58;1996;18929
"Kvinner";58;1997;19725
"Kvinner";58;1998;20338
"Kvinner";58;1999;20666
"Kvinner";58;2000;20009
"Kvinner";58;2001;22586
"Kvinner";58;2002;24297
"Kvinner";58;2003;27071
"Kvinner";58;2004;28193
"Kvinner";58;2005;31274
"Kvinner";58;2006;30121
"Kvinner";58;2007;29110
"Kvinner";58;2008;28663
"Kvinner";58;2009;28485
"Kvinner";58;2010;27741
"Kvinner";58;2011;29201
"Kvinner";58;2012;29789
"Kvinner";58;2013;29905
"Kvinner";58;2014;30441
"Kvinner";58;2015;31182
"Kvinner";58;2016;30692
"Kvinner";58;2017;31243
"Kvinner";58;2018;31242
"Kvinner";58;2019;31261
"Kvinner";58;2020;31634
"Kvinner";58;2021;32021
"Kvinner";58;2022;33068
"Kvinner";58;2023;34275
"Kvinner";58;2024;34939
"Kvinner";58;2025;35535
"Kvinner";59;1986;21928
"Kvinner";59;1987;20612
"Kvinner";59;1988;20561
"Kvinner";59;1989;19841
"Kvinner";59;1990;20006
"Kvinner";59;1991;19541
"Kvinner";59;1992;19223
"Kvinner";59;1993;17764
"Kvinner";59;1994;17750
"Kvinner";59;1995;17818
"Kvinner";59;1996;18165
"Kvinner";59;1997;18817
"Kvinner";59;1998;19610
"Kvinner";59;1999;20253
"Kvinner";59;2000;20561
"Kvinner";59;2001;19883
"Kvinner";59;2002;22440
"Kvinner";59;2003;24141
"Kvinner";59;2004;26929
"Kvinner";59;2005;28033
"Kvinner";59;2006;31118
"Kvinner";59;2007;30000
"Kvinner";59;2008;28987
"Kvinner";59;2009;28552
"Kvinner";59;2010;28424
"Kvinner";59;2011;27651
"Kvinner";59;2012;29086
"Kvinner";59;2013;29692
"Kvinner";59;2014;29812
"Kvinner";59;2015;30358
"Kvinner";59;2016;31096
"Kvinner";59;2017;30587
"Kvinner";59;2018;31170
"Kvinner";59;2019;31131
"Kvinner";59;2020;31179
"Kvinner";59;2021;31543
"Kvinner";59;2022;31942
"Kvinner";59;2023;33194
"Kvinner";59;2024;34304
"Kvinner";59;2025;34949
"Kvinner";60;1986;21766
"Kvinner";60;1987;21794
"Kvinner";60;1988;20479
"Kvinner";60;1989;20417
"Kvinner";60;1990;19709
"Kvinner";60;1991;19891
"Kvinner";60;1992;19421
"Kvinner";60;1993;19114
"Kvinner";60;1994;17668
"Kvinner";60;1995;17656
"Kvinner";60;1996;17751
"Kvinner";60;1997;18086
"Kvinner";60;1998;18750
"Kvinner";60;1999;19513
"Kvinner";60;2000;20173
"Kvinner";60;2001;20440
"Kvinner";60;2002;19750
"Kvinner";60;2003;22302
"Kvinner";60;2004;23982
"Kvinner";60;2005;26776
"Kvinner";60;2006;27894
"Kvinner";60;2007;30951
"Kvinner";60;2008;29842
"Kvinner";60;2009;28855
"Kvinner";60;2010;28459
"Kvinner";60;2011;28290
"Kvinner";60;2012;27545
"Kvinner";60;2013;28970
"Kvinner";60;2014;29566
"Kvinner";60;2015;29716
"Kvinner";60;2016;30217
"Kvinner";60;2017;31007
"Kvinner";60;2018;30498
"Kvinner";60;2019;31079
"Kvinner";60;2020;31057
"Kvinner";60;2021;31071
"Kvinner";60;2022;31440
"Kvinner";60;2023;32018
"Kvinner";60;2024;33195
"Kvinner";60;2025;34257
"Kvinner";61;1986;22750
"Kvinner";61;1987;21611
"Kvinner";61;1988;21627
"Kvinner";61;1989;20320
"Kvinner";61;1990;20272
"Kvinner";61;1991;19560
"Kvinner";61;1992;19767
"Kvinner";61;1993;19296
"Kvinner";61;1994;18997
"Kvinner";61;1995;17574
"Kvinner";61;1996;17561
"Kvinner";61;1997;17653
"Kvinner";61;1998;18017
"Kvinner";61;1999;18644
"Kvinner";61;2000;19432
"Kvinner";61;2001;20005
"Kvinner";61;2002;20330
"Kvinner";61;2003;19620
"Kvinner";61;2004;22164
"Kvinner";61;2005;23837
"Kvinner";61;2006;26607
"Kvinner";61;2007;27735
"Kvinner";61;2008;30799
"Kvinner";61;2009;29714
"Kvinner";61;2010;28731
"Kvinner";61;2011;28307
"Kvinner";61;2012;28181
"Kvinner";61;2013;27441
"Kvinner";61;2014;28853
"Kvinner";61;2015;29453
"Kvinner";61;2016;29594
"Kvinner";61;2017;30092
"Kvinner";61;2018;30864
"Kvinner";61;2019;30376
"Kvinner";61;2020;30961
"Kvinner";61;2021;30959
"Kvinner";61;2022;30966
"Kvinner";61;2023;31506
"Kvinner";61;2024;32066
"Kvinner";61;2025;33165
"Kvinner";62;1986;23668
"Kvinner";62;1987;22612
"Kvinner";62;1988;21438
"Kvinner";62;1989;21453
"Kvinner";62;1990;20146
"Kvinner";62;1991;20121
"Kvinner";62;1992;19423
"Kvinner";62;1993;19629
"Kvinner";62;1994;19190
"Kvinner";62;1995;18866
"Kvinner";62;1996;17471
"Kvinner";62;1997;17454
"Kvinner";62;1998;17532
"Kvinner";62;1999;17903
"Kvinner";62;2000;18524
"Kvinner";62;2001;19289
"Kvinner";62;2002;19861
"Kvinner";62;2003;20180
"Kvinner";62;2004;19465
"Kvinner";62;2005;22044
"Kvinner";62;2006;23687
"Kvinner";62;2007;26442
"Kvinner";62;2008;27596
"Kvinner";62;2009;30602
"Kvinner";62;2010;29555
"Kvinner";62;2011;28580
"Kvinner";62;2012;28136
"Kvinner";62;2013;28025
"Kvinner";62;2014;27304
"Kvinner";62;2015;28739
"Kvinner";62;2016;29280
"Kvinner";62;2017;29465
"Kvinner";62;2018;29973
"Kvinner";62;2019;30709
"Kvinner";62;2020;30212
"Kvinner";62;2021;30811
"Kvinner";62;2022;30833
"Kvinner";62;2023;31028
"Kvinner";62;2024;31536
"Kvinner";62;2025;32047
"Kvinner";63;1986;23883
"Kvinner";63;1987;23473
"Kvinner";63;1988;22445
"Kvinner";63;1989;21248
"Kvinner";63;1990;21275
"Kvinner";63;1991;20012
"Kvinner";63;1992;19964
"Kvinner";63;1993;19282
"Kvinner";63;1994;19479
"Kvinner";63;1995;19059
"Kvinner";63;1996;18736
"Kvinner";63;1997;17351
"Kvinner";63;1998;17347
"Kvinner";63;1999;17433
"Kvinner";63;2000;17771
"Kvinner";63;2001;18364
"Kvinner";63;2002;19124
"Kvinner";63;2003;19705
"Kvinner";63;2004;20046
"Kvinner";63;2005;19351
"Kvinner";63;2006;21896
"Kvinner";63;2007;23495
"Kvinner";63;2008;26258
"Kvinner";63;2009;27393
"Kvinner";63;2010;30391
"Kvinner";63;2011;29382
"Kvinner";63;2012;28390
"Kvinner";63;2013;28003
"Kvinner";63;2014;27845
"Kvinner";63;2015;27160
"Kvinner";63;2016;28591
"Kvinner";63;2017;29104
"Kvinner";63;2018;29325
"Kvinner";63;2019;29818
"Kvinner";63;2020;30547
"Kvinner";63;2021;30049
"Kvinner";63;2022;30656
"Kvinner";63;2023;30842
"Kvinner";63;2024;31009
"Kvinner";63;2025;31495
"Kvinner";64;1986;24210
"Kvinner";64;1987;23648
"Kvinner";64;1988;23248
"Kvinner";64;1989;22249
"Kvinner";64;1990;21051
"Kvinner";64;1991;21062
"Kvinner";64;1992;19838
"Kvinner";64;1993;19780
"Kvinner";64;1994;19111
"Kvinner";64;1995;19334
"Kvinner";64;1996;18912
"Kvinner";64;1997;18605
"Kvinner";64;1998;17200
"Kvinner";64;1999;17211
"Kvinner";64;2000;17315
"Kvinner";64;2001;17622
"Kvinner";64;2002;18195
"Kvinner";64;2003;18965
"Kvinner";64;2004;19523
"Kvinner";64;2005;19918
"Kvinner";64;2006;19187
"Kvinner";64;2007;21734
"Kvinner";64;2008;23313
"Kvinner";64;2009;26086
"Kvinner";64;2010;27210
"Kvinner";64;2011;30207
"Kvinner";64;2012;29210
"Kvinner";64;2013;28195
"Kvinner";64;2014;27820
"Kvinner";64;2015;27696
"Kvinner";64;2016;26984
"Kvinner";64;2017;28435
"Kvinner";64;2018;28955
"Kvinner";64;2019;29171
"Kvinner";64;2020;29630
"Kvinner";64;2021;30366
"Kvinner";64;2022;29881
"Kvinner";64;2023;30683
"Kvinner";64;2024;30817
"Kvinner";64;2025;30928
"Kvinner";65;1986;25795
"Kvinner";65;1987;23965
"Kvinner";65;1988;23426
"Kvinner";65;1989;23006
"Kvinner";65;1990;22027
"Kvinner";65;1991;20811
"Kvinner";65;1992;20857
"Kvinner";65;1993;19651
"Kvinner";65;1994;19612
"Kvinner";65;1995;18954
"Kvinner";65;1996;19139
"Kvinner";65;1997;18710
"Kvinner";65;1998;18432
"Kvinner";65;1999;17043
"Kvinner";65;2000;17045
"Kvinner";65;2001;17152
"Kvinner";65;2002;17469
"Kvinner";65;2003;18038
"Kvinner";65;2004;18794
"Kvinner";65;2005;19357
"Kvinner";65;2006;19743
"Kvinner";65;2007;19058
"Kvinner";65;2008;21563
"Kvinner";65;2009;23126
"Kvinner";65;2010;25891
"Kvinner";65;2011;27002
"Kvinner";65;2012;29985
"Kvinner";65;2013;28995
"Kvinner";65;2014;27993
"Kvinner";65;2015;27647
"Kvinner";65;2016;27525
"Kvinner";65;2017;26806
"Kvinner";65;2018;28246
"Kvinner";65;2019;28768
"Kvinner";65;2020;29002
"Kvinner";65;2021;29424
"Kvinner";65;2022;30149
"Kvinner";65;2023;29874
"Kvinner";65;2024;30665
"Kvinner";65;2025;30713
"Kvinner";66;1986;21291
"Kvinner";66;1987;25499
"Kvinner";66;1988;23706
"Kvinner";66;1989;23164
"Kvinner";66;1990;22788
"Kvinner";66;1991;21797
"Kvinner";66;1992;20601
"Kvinner";66;1993;20640
"Kvinner";66;1994;19430
"Kvinner";66;1995;19410
"Kvinner";66;1996;18762
"Kvinner";66;1997;18949
"Kvinner";66;1998;18551
"Kvinner";66;1999;18283
"Kvinner";66;2000;16893
"Kvinner";66;2001;16905
"Kvinner";66;2002;16994
"Kvinner";66;2003;17291
"Kvinner";66;2004;17874
"Kvinner";66;2005;18636
"Kvinner";66;2006;19206
"Kvinner";66;2007;19596
"Kvinner";66;2008;18914
"Kvinner";66;2009;21361
"Kvinner";66;2010;22949
"Kvinner";66;2011;25700
"Kvinner";66;2012;26807
"Kvinner";66;2013;29764
"Kvinner";66;2014;28798
"Kvinner";66;2015;27762
"Kvinner";66;2016;27471
"Kvinner";66;2017;27320
"Kvinner";66;2018;26614
"Kvinner";66;2019;28049
"Kvinner";66;2020;28550
"Kvinner";66;2021;28825
"Kvinner";66;2022;29211
"Kvinner";66;2023;30085
"Kvinner";66;2024;29801
"Kvinner";66;2025;30516
"Kvinner";67;1986;22591
"Kvinner";67;1987;21037
"Kvinner";67;1988;25185
"Kvinner";67;1989;23421
"Kvinner";67;1990;22884
"Kvinner";67;1991;22521
"Kvinner";67;1992;21568
"Kvinner";67;1993;20363
"Kvinner";67;1994;20391
"Kvinner";67;1995;19219
"Kvinner";67;1996;19222
"Kvinner";67;1997;18571
"Kvinner";67;1998;18751
"Kvinner";67;1999;18364
"Kvinner";67;2000;18087
"Kvinner";67;2001;16716
"Kvinner";67;2002;16719
"Kvinner";67;2003;16807
"Kvinner";67;2004;17079
"Kvinner";67;2005;17674
"Kvinner";67;2006;18460
"Kvinner";67;2007;19034
"Kvinner";67;2008;19408
"Kvinner";67;2009;18744
"Kvinner";67;2010;21175
"Kvinner";67;2011;22725
"Kvinner";67;2012;25473
"Kvinner";67;2013;26564
"Kvinner";67;2014;29510
"Kvinner";67;2015;28567
"Kvinner";67;2016;27563
"Kvinner";67;2017;27266
"Kvinner";67;2018;27081
"Kvinner";67;2019;26413
"Kvinner";67;2020;27818
"Kvinner";67;2021;28323
"Kvinner";67;2022;28591
"Kvinner";67;2023;29117
"Kvinner";67;2024;29959
"Kvinner";67;2025;29608
"Kvinner";68;1986;22395
"Kvinner";68;1987;22292
"Kvinner";68;1988;20766
"Kvinner";68;1989;24850
"Kvinner";68;1990;23135
"Kvinner";68;1991;22587
"Kvinner";68;1992;22211
"Kvinner";68;1993;21286
"Kvinner";68;1994;20123
"Kvinner";68;1995;20167
"Kvinner";68;1996;18995
"Kvinner";68;1997;19000
"Kvinner";68;1998;18353
"Kvinner";68;1999;18533
"Kvinner";68;2000;18139
"Kvinner";68;2001;17875
"Kvinner";68;2002;16522
"Kvinner";68;2003;16529
"Kvinner";68;2004;16637
"Kvinner";68;2005;16915
"Kvinner";68;2006;17500
"Kvinner";68;2007;18267
"Kvinner";68;2008;18839
"Kvinner";68;2009;19207
"Kvinner";68;2010;18569
"Kvinner";68;2011;20981
"Kvinner";68;2012;22513
"Kvinner";68;2013;25223
"Kvinner";68;2014;26303
"Kvinner";68;2015;29257
"Kvinner";68;2016;28325
"Kvinner";68;2017;27330
"Kvinner";68;2018;27029
"Kvinner";68;2019;26856
"Kvinner";68;2020;26227
"Kvinner";68;2021;27607
"Kvinner";68;2022;28116
"Kvinner";68;2023;28485
"Kvinner";68;2024;28912
"Kvinner";68;2025;29742
"Kvinner";69;1986;21121
"Kvinner";69;1987;22072
"Kvinner";69;1988;21922
"Kvinner";69;1989;20456
"Kvinner";69;1990;24463
"Kvinner";69;1991;22802
"Kvinner";69;1992;22248
"Kvinner";69;1993;21909
"Kvinner";69;1994;20976
"Kvinner";69;1995;19853
"Kvinner";69;1996;19883
"Kvinner";69;1997;18758
"Kvinner";69;1998;18753
"Kvinner";69;1999;18142
"Kvinner";69;2000;18299
"Kvinner";69;2001;17909
"Kvinner";69;2002;17646
"Kvinner";69;2003;16340
"Kvinner";69;2004;16312
"Kvinner";69;2005;16428
"Kvinner";69;2006;16729
"Kvinner";69;2007;17308
"Kvinner";69;2008;18086
"Kvinner";69;2009;18635
"Kvinner";69;2010;19010
"Kvinner";69;2011;18363
"Kvinner";69;2012;20760
"Kvinner";69;2013;22253
"Kvinner";69;2014;24952
"Kvinner";69;2015;26050
"Kvinner";69;2016;28973
"Kvinner";69;2017;28027
"Kvinner";69;2018;27072
"Kvinner";69;2019;26793
"Kvinner";69;2020;26631
"Kvinner";69;2021;25974
"Kvinner";69;2022;27357
"Kvinner";69;2023;27981
"Kvinner";69;2024;28346
"Kvinner";69;2025;28690
"Kvinner";70;1986;20624
"Kvinner";70;1987;20779
"Kvinner";70;1988;21679
"Kvinner";70;1989;21524
"Kvinner";70;1990;20121
"Kvinner";70;1991;24067
"Kvinner";70;1992;22442
"Kvinner";70;1993;21899
"Kvinner";70;1994;21573
"Kvinner";70;1995;20665
"Kvinner";70;1996;19531
"Kvinner";70;1997;19582
"Kvinner";70;1998;18492
"Kvinner";70;1999;18478
"Kvinner";70;2000;17901
